,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,wilidlife_cost_benefits,importance,problems,wildlife_problem1,wildlife_problem2,wildlife_problem3,wildlife_problem4,wildlife_problem5,other_wildlife,problem_trend,positive_conservation1,positive_conservation2,positive_conservation3,other_positive,negative_conservation1,negative_conservation2,negative_conservation3,other_negative,population
2540,NG009,1076,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,124,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,NG009,124,18/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1076,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,NG009,124,18/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,124,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,NG010,1075,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1075,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,NG010,1075,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,123,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,NG010,123,18/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1075,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,NG010,123,18/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,123,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,NG011,122,18/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,122,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,NG011,122,18/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1074,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,NG011,1074,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,122,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,NG011,1074,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1074,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,NG012,1073,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1073,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,NG012,1073,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,121,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,NG012,121,19/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1073,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,NG012,121,19/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,121,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,NG013,1072,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1072,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,NG013,1072,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,120,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,NG013,120,19/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1072,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,NG013,120,19/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,120,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,NG014,1071,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1071,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,NG014,1071,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,119,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,NG014,119,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1071,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2562,NG014,119,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,119,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563,NG015,118,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,118,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,NG015,118,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1070,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,NG015,1070,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,118,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,NG015,1070,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1070,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2567,NG016,1069,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1069,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,NG016,1069,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,117,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2569,NG016,117,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1069,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,NG016,117,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,117,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,NG017,1068,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1068,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,NG017,1068,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,116,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2573,NG017,116,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1068,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2574,NG017,116,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,116,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,NG018,1067,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1067,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,NG018,1067,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,115,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2577,NG018,115,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1067,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2578,NG018,115,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,115,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,NG019,114,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,114,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,NG019,114,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1066,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,NG019,1066,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,114,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,NG019,1066,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1066,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,NG020,1065,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1065,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,NG020,1065,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,113,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2585,NG020,113,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1065,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,NG020,113,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,113,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,NG021,1064,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1064,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2588,NG021,1064,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,112,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2589,NG021,112,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1064,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2590,NG021,112,25/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,112,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2591,NG022,1063,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1063,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2592,NG022,1063,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,111,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2593,NG022,111,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1063,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2594,NG022,111,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,111,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2595,NG023,1062,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1062,98,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2596,NG023,1062,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,110,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2597,NG023,110,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1062,98,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,NG023,110,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,110,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2599,NG024,109,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,109,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,NG024,109,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1061,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,NG024,1061,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,109,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,NG024,1061,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1061,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,NG025,108,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,108,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2604,NG025,108,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1060,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,NG025,1060,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,108,2,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,NG025,1060,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1060,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,NG026,1059,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1059,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2608,NG026,1059,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,107,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,NG026,107,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1059,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,NG026,107,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,107,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,NG027,1058,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1058,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,NG027,1058,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,106,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,NG027,106,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1058,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,NG027,106,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,106,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,NG028,105,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,105,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,NG028,105,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1057,98,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,NG028,1057,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,105,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,NG028,1057,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1057,98,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2619,NG029,104,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,104,1,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,NG029,104,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1056,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,NG029,1056,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,104,1,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,NG029,1056,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1056,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,NG030,1055,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1055,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,NG030,1055,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,103,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,NG030,103,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1055,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,NG030,103,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,103,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,NG031,1054,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1054,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2628,NG031,1054,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,102,1,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,NG031,102,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1054,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,NG031,102,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,102,1,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,NG032,101,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,101,1,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,NG032,101,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1053,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,NG032,1053,26/11/14,Ilngwesi,ilngwesi,Sanga,Ngarendare,baseline,NRT,101,1,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,NG032,1053,26/11/14,Ilngwesi,ilngwesi,Sanga,Ngarendare,baseline,NRT,1053,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,NG033,100,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,100,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,NG033,100,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1052,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,NG033,1052,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,100,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,NG033,1052,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1052,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,NG034,1051,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1051,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,NG034,1051,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,99,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,NG034,99,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1051,2,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,NG034,99,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,99,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,NG035,1050,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1050,98,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,NG035,1050,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,98,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645,NG035,98,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1050,98,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2646,NG035,98,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,98,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2647,NG036,1049,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1049,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2648,NG036,1049,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,97,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,NG036,97,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1049,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2650,NG036,97,26/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,97,2,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2651,NG037,96,27/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,96,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,NG037,96,27/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1048,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2653,NG037,1048,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,96,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2654,NG037,1048,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1048,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2655,NG038,95,27/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,95,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2656,NG038,95,27/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1047,98,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2657,NG038,1047,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,95,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2658,NG038,1047,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1047,98,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2659,NG039,1046,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,1046,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2660,NG039,1046,27/11/14,Ilngwesi,ilngwesi,Ngarendare,Ngarendare,baseline,NRT,94,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,NG039,94,27/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1046,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2662,NG039,94,27/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,94,2,3,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2663,NG040,1045,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,1045,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2664,NG040,1045,26/11/14,Ilngwesi,ilngwesi,Ngarendare,Pitinari,baseline,NRT,93,98,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2665,NG040,93,27/11/14,Nakuprat_Gotu,ngaremara,Ngaremara,Ngaremara,baseline,NRT,1045,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
