,hhid,index.x,security_status,feel_safe,conflict1,conflict2,conflict3,conflict4,conflict5,conflict6,other_conflict,conflict_rank1,conflict_rank2,conflict_rank3,index.y,date,ccy,location,sublocation,village,survey_type,nrt
3704,LA061,604,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,604,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT
3705,LA062,603,2,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,603,29/11/14,Melako,laisamis,Laisamis,Manyatta Secondary,baseline,NRT
3706,LA063,602,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,602,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3707,LA064,601,3,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,601,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3708,LA065,600,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,600,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3709,LA066,599,1,2,2,6,7,NA,NA,NA,NA,NA,NA,NA,599,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3710,LA067,598,3,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,598,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3711,LA068,597,1,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,597,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3712,LA069,596,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,596,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3713,LA070,595,3,2,2,5,7,NA,NA,NA,NA,NA,NA,NA,595,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3714,LA071,594,3,2,2,3,5,NA,NA,NA,NA,NA,NA,NA,594,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3715,LA072,593,3,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,593,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3716,LA073,592,3,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,592,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3717,LA074,591,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,591,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3718,LA075,590,3,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,590,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3719,LA076,589,3,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,589,01/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3720,LA077,588,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,588,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3721,LA078,587,3,1,2,5,7,NA,NA,NA,NA,NA,NA,NA,587,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3722,LA079,586,3,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,586,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3723,LA080,585,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,585,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3724,LA081,584,2,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,584,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3725,LA082,583,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,583,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3726,LA083,582,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,582,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3727,LA084,581,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,581,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3728,LA085,580,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,580,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3729,LA086,579,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,579,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3730,LA087,578,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,578,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3731,LA088,577,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,577,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3732,LA089,576,2,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,576,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3733,LA090,575,2,2,2,3,5,NA,NA,NA,NA,NA,NA,NA,575,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3734,LA091,574,2,2,2,3,6,NA,NA,NA,NA,NA,NA,NA,574,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3735,LA092,573,2,2,2,3,6,NA,NA,NA,NA,NA,NA,NA,573,02/12/14,Melako,koya,Koya,Sakardala,baseline,NRT
3736,LD001,744,1,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,744,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3737,LD002,743,3,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,743,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3738,LD003,742,1,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,742,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3739,LD004,741,1,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,741,17/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3740,LD005,740,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,740,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3741,LD006,739,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,739,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3742,LD007,738,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3743,LD008,737,3,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,737,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3744,LD009,736,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,736,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3745,LD010,735,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,735,19/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3746,LD011,734,3,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,734,20/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3747,LD012,733,3,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,733,20/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3748,LD013,732,3,1,2,5,6,NA,NA,NA,NA,NA,NA,NA,732,21/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3749,LD014,731,3,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,731,21/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3750,LD015,730,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,730,21/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3751,LD016,729,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,729,21/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3752,LD017,728,1,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,728,22/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3753,LD018,727,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,727,22/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3754,LD019,726,3,1,2,6,3,NA,NA,NA,NA,NA,NA,NA,726,23/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3755,LD020,725,3,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,725,23/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3756,LD021,724,3,1,2,5,6,NA,NA,NA,NA,NA,NA,NA,724,23/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3757,LD022,723,1,2,2,6,4,NA,NA,NA,NA,NA,NA,NA,723,23/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3758,LD023,722,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,722,24/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3759,LD024,721,3,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,721,24/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3760,LD025,720,1,2,2,6,4,NA,NA,NA,NA,NA,NA,NA,720,23/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3761,LD026,719,2,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,719,24/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3762,LD027,718,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,718,25/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3763,LD028,717,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,717,25/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3764,LD029,716,3,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,716,26/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3765,LD030,715,3,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,715,26/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3766,LD031,714,3,1,2,5,6,NA,NA,NA,NA,NA,NA,NA,714,26/11/14,Kalama,waso,Archers Post,Lderekesi,baseline,NRT
3767,LE001,713,3,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,713,17/11/14,Kalama,waso,Lerata,Kusini,baseline,NRT
3768,LE002,712,3,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,712,17/11/14,Kalama,waso,Lerata,Kaskasini,baseline,NRT
3769,LE003,711,3,1,2,5,6,NA,NA,NA,NA,NA,NA,NA,711,17/11/14,Kalama,waso,Lerata,Kaskasini,baseline,NRT
3770,LE004,710,1,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,710,17/11/14,Kalama,waso,Lerata,Kaskasini,baseline,NRT
3771,LE005,709,3,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,709,17/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3772,LE006,708,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,708,17/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3773,LE007,707,3,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,707,18/11/14,Kalama,waso,Lerata,Lorora,baseline,NRT
3774,LE008,706,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,706,18/11/14,Kalama,waso,Lerata,Lorora,baseline,NRT
3775,LE009,705,3,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,705,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3776,LE010,704,3,2,5,2,6,NA,NA,NA,NA,NA,NA,NA,704,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3777,LE011,703,3,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,703,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3778,LE012,702,3,2,6,5,2,NA,NA,NA,NA,NA,NA,NA,702,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3779,LE013,701,3,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,701,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3780,LE014,700,3,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,700,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3781,LE015,699,1,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,699,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3782,LE016,698,3,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,698,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3783,LE017,697,3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,697,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3784,LE018,696,3,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,696,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3785,LE019,695,3,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,695,18/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3786,LE020,694,3,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,694,18/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3787,LE021,693,3,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,693,18/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3788,LE022,692,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,692,19/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3789,LE023,691,2,1,5,2,3,NA,NA,NA,NA,NA,NA,NA,691,19/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3790,LE024,690,3,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,690,19/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3791,LE025,689,3,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,689,19/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3792,LE026,688,3,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,688,19/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3793,LE027,687,2,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,687,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3794,LE028,686,3,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,686,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3795,LE029,685,1,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,685,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3796,LE030,684,3,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,684,19/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3797,LE031,683,3,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,683,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3798,LE032,682,3,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,682,20/11/14,Kalama,waso,Lerata,Lablab,baseline,NRT
3799,LE033,681,3,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,681,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3800,LE034,680,1,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,680,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3801,LE035,679,3,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,679,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3802,LE036,678,3,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,678,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3803,LE037,677,3,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,677,20/11/14,Kalama,waso,Lerata,Lerata A,baseline,NRT
3804,LE038,676,1,2,6,2,5,NA,NA,NA,NA,NA,NA,NA,676,20/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3805,LE039,675,3,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,675,21/11/14,Kalama,waso,Lerata,Lerata B,baseline,NRT
3806,LG001,572,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,572,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3807,LG002,571,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,571,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3808,LG003,570,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,570,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3809,LG004,569,1,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,569,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3810,LG005,568,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,568,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3811,LG006,567,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,567,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3812,LG007,566,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,566,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3813,LG008,565,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,565,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3814,LG009,564,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,564,30/11/14,Melako,log logo,Lokileleng',Sale,baseline,NRT
3815,LG010,563,1,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,563,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3816,LG011,562,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,562,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3817,LG012,561,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,561,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3818,LG013,560,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,560,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3819,LG014,559,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,559,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3820,LG015,558,1,1,4,5,3,NA,NA,NA,NA,NA,NA,NA,558,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3821,LG016,557,1,NA,4,5,3,NA,NA,NA,NA,NA,NA,NA,557,01/12/14,Melako,log logo,Lokileleng',Log'eli,baseline,NRT
3822,LG017,556,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,556,01/12/14,Melako,log logo,Lokileleng',Log'eli,baseline,NRT
3823,LG018,555,2,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,555,01/12/14,Melako,log logo,Lokileleng',Log'eli,baseline,NRT
3824,LG019,554,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,554,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3825,LG020,553,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,553,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3826,LG021,552,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,552,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3827,LG022,551,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,551,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3828,LG023,550,2,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,550,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3829,LG024,549,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,549,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3830,LG025,548,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,548,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3831,LG026,547,1,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,547,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3832,LG027,546,2,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,546,02/12/14,Melako,log logo,Guthaas,Bule,baseline,NRT
3833,LG028,545,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,545,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3834,LG029,544,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,544,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3835,LG030,543,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,543,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3836,LG031,542,2,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,542,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3837,LG032,541,2,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,541,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3838,LG033,540,2,2,5,2,8,NA,NA,NA,NA,NA,NA,NA,540,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3839,LG034,539,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,539,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3840,LG035,538,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,538,03/12/14,Melako,log logo,Guthaas,Ilgos,baseline,NRT
3841,LG036,537,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,537,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3842,LG037,536,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,536,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3843,LG038,535,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,535,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3844,LG039,534,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,534,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3845,LG040,533,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,533,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3846,LG041,532,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,532,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3847,LG042,531,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,531,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3848,LG043,530,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,530,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3849,LG044,529,2,2,5,4,1,NA,NA,NA,NA,NA,NA,NA,529,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3850,LG045,528,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,528,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3851,LG046,527,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,527,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3852,LG047,526,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,526,08/12/14,Melako,log logo,Guthaas,Rongai,baseline,NRT
3853,LG048,525,1,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,525,08/12/14,Melako,log logo,Guthaas,Rongai,baseline,NRT
3854,LG049,524,1,2,1,5,2,NA,NA,NA,NA,NA,NA,NA,524,08/12/14,Melako,log logo,Guthaas,Rongai,baseline,NRT
3855,LG050,523,2,2,1,5,2,NA,NA,NA,NA,NA,NA,NA,523,08/12/14,Melako,log logo,Guthaas,Rongai,baseline,NRT
3856,LG051,522,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,522,08/12/14,Melako,log logo,Guthaas,Rongai,baseline,NRT
3857,LG052,521,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,521,08/12/14,Melako,log logo,Guthaas,Rongai,baseline,NRT
3858,LG053,520,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,520,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3859,LG054,519,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,519,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3860,LG055,518,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,518,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3861,LG056,517,1,NA,4,5,3,NA,NA,NA,NA,NA,NA,NA,517,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3862,LG057,516,1,1,4,3,5,NA,NA,NA,NA,NA,NA,NA,516,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3863,LG058,515,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,515,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3864,LG059,514,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,514,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3865,LG060,513,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,513,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3866,LG061,512,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,512,30/11/14,Melako,log logo,Lokileleng',Manyatta Lbaarok,baseline,NRT
3867,LG062,511,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,511,06/12/14,Melako,log logo,Guthaas,Manyatta Juu,baseline,NRT
3868,LG063,510,1,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,510,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3869,LG064,509,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,509,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3870,LG065,508,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,508,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3871,LG066,507,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,507,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3872,LG067,506,1,2,5,2,8,NA,NA,NA,NA,NA,NA,NA,506,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3873,LG068,505,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,505,01/12/14,Melako,log logo,Lokileleng',Odhola,baseline,NRT
3874,LG069,504,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,504,01/12/14,Melako,log logo,Lokileleng',Log'eli,baseline,NRT
3875,LG070,503,1,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,503,01/12/14,Melako,log logo,Lokileleng',Log'eli,baseline,NRT
3876,LG071,502,1,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,502,01/12/14,Melako,log logo,Lokileleng',Log'eli,baseline,NRT
3877,LG072,501,1,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,501,01/12/14,Melako,log logo,Lokileleng',Ilgos,baseline,NRT
3878,LG073,500,1,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,500,01/12/14,Melako,log logo,Lokileleng',Ilgos,baseline,NRT
3879,LG074,499,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,499,03/12/14,Melako,log logo,Lokileleng',Ilgos,baseline,NRT
3880,LG075,498,1,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,498,03/12/14,Melako,log logo,Lokileleng',Ilgos,baseline,NRT
3881,LG076,497,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,497,04/12/14,Melako,log logo,Guthaas,Marti,baseline,NRT
3882,LG077,496,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,04/12/14,Melako,log logo,Guthaas,Marti,baseline,NRT
3883,LG078,495,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,495,04/12/14,Melako,log logo,Guthaas,Marti,baseline,NRT
3884,LG079,494,1,NA,5,4,2,NA,NA,NA,NA,NA,NA,NA,494,04/12/14,Melako,log logo,Guthaas,Marti,baseline,NRT
3885,LG080,493,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,493,04/12/14,Melako,log logo,Guthaas,Marti,baseline,NRT
