,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,eat_meat,drink_milk,sick_adults,sick_children,medical_services1,medical_services2,medical_services3,medical_services4,visit,no_times,water_wet_season1,water_wet_season2,water_wet_season3,water_wet_season4,water_wet_season5,important_wet_water,important_wet_water2,important_wet_water3,water_dry_season1,water_dry_season2,water_dry_season3,water_dry_season4,water_dry_season5,important_dry_water,important_dry_water2,important_dry_water3,hours_wet_season,hours_dry_season
2176,town 016,315,26/06/15,sera,waso,sere olipi,town,baseline,NRT,103,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,NA,NA,NA,3,5,8,6,NA,6,NA,NA,0.83,2
2177,town 016,315,26/06/15,sera,waso,sere olipi,town,baseline,NRT,315,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,8,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2178,town 017,178,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,104,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2179,town 017,178,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,178,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.08,0.16
2180,town 017,178,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,316,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,0.5,4
2181,town 017,316,26/06/15,sera,waso,sere olipi,town,baseline,NRT,104,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2182,town 017,316,26/06/15,sera,waso,sere olipi,town,baseline,NRT,178,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.08,0.16
2183,town 017,316,26/06/15,sera,waso,sere olipi,town,baseline,NRT,316,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,0.5,4
2184,town 017,104,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,104,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2185,town 017,104,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,178,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.08,0.16
2186,town 017,104,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,316,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,0.5,4
2187,town 018,105,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,317,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2188,town 018,105,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,105,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.5,2
2189,town 018,105,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,179,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2190,town 018,317,26/06/15,sera,waso,sere olipi,town,baseline,NRT,317,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2191,town 018,317,26/06/15,sera,waso,sere olipi,town,baseline,NRT,105,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.5,2
2192,town 018,317,26/06/15,sera,waso,sere olipi,town,baseline,NRT,179,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2193,town 018,179,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,317,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,6,3,NA,NA,NA,6,NA,NA,0.5,1
2194,town 018,179,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,105,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.5,2
2195,town 018,179,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,179,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2196,town 019,106,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,318,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,3,6,NA,NA,NA,6,NA,NA,NA,NA
2197,town 019,106,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,106,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.33,2
2198,town 019,106,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,180,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2199,town 019,318,26/06/15,sera,waso,sere olipi,town,baseline,NRT,318,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,3,6,NA,NA,NA,6,NA,NA,NA,NA
2200,town 019,318,26/06/15,sera,waso,sere olipi,town,baseline,NRT,106,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.33,2
2201,town 019,318,26/06/15,sera,waso,sere olipi,town,baseline,NRT,180,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2202,town 019,180,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,318,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,NA,NA,3,6,NA,NA,NA,6,NA,NA,NA,NA
2203,town 019,180,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,106,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.33,2
2204,town 019,180,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,180,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,0.08,0.16
2205,town 020,319,27/06/15,sera,waso,sere olipi,town,baseline,NRT,319,2,2,NA,NA,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,11,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.33,0.33
2206,town 020,319,27/06/15,sera,waso,sere olipi,town,baseline,NRT,107,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2207,town 020,319,27/06/15,sera,waso,sere olipi,town,baseline,NRT,181,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,8,12,NA,NA,12,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.16,0.67
2208,town 020,181,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,319,2,2,NA,NA,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,11,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.33,0.33
2209,town 020,181,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,107,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2210,town 020,181,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,181,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,8,12,NA,NA,12,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.16,0.67
2211,town 020,107,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,319,2,2,NA,NA,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,11,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.33,0.33
2212,town 020,107,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,107,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2213,town 020,107,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,181,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,8,12,NA,NA,12,NA,NA,3,6,NA,NA,NA,3,NA,NA,0.16,0.67
2214,town 021,108,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,182,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.08,0.5
2215,town 021,108,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,108,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2216,town 021,108,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,320,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,8,NA,NA,6,8,NA,NA,NA,6,NA,NA,0.3,2
2217,town 021,182,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,182,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.08,0.5
2218,town 021,182,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,108,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2219,town 021,182,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,320,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,8,NA,NA,6,8,NA,NA,NA,6,NA,NA,0.3,2
2220,town 021,320,27/06/15,sera,waso,sere olipi,town,baseline,NRT,182,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.08,0.5
2221,town 021,320,27/06/15,sera,waso,sere olipi,town,baseline,NRT,108,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,3,5,6,8,NA,6,NA,NA,0.67,2
2222,town 021,320,27/06/15,sera,waso,sere olipi,town,baseline,NRT,320,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8,NA,NA,NA,8,NA,NA,6,8,NA,NA,NA,6,NA,NA,0.3,2
2223,town 022,109,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,183,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2224,town 022,109,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,321,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,6,NA,NA,6,10,NA,NA,NA,6,NA,NA,2,5
2225,town 022,109,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,109,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,6,8,NA,NA,NA,6,NA,NA,0.67,2
2226,town 022,321,27/06/15,sera,waso,sere olipi,town,baseline,NRT,183,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2227,town 022,321,27/06/15,sera,waso,sere olipi,town,baseline,NRT,321,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,6,NA,NA,6,10,NA,NA,NA,6,NA,NA,2,5
2228,town 022,321,27/06/15,sera,waso,sere olipi,town,baseline,NRT,109,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,6,8,NA,NA,NA,6,NA,NA,0.67,2
2229,town 022,183,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,183,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,6,NA,NA,NA,6,NA,NA,0.16,0.5
2230,town 022,183,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,321,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,6,NA,NA,6,10,NA,NA,NA,6,NA,NA,2,5
2231,town 022,183,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,109,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,6,8,NA,NA,NA,6,NA,NA,0.67,2
2232,town 023,110,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,110,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.83,2
2233,town 023,110,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,184,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,5,6,NA,NA,3,NA,NA,0.25,0.5
2234,town 023,110,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,322,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,1,4
2235,town 023,322,27/06/15,sera,waso,sere olipi,town,baseline,NRT,110,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.83,2
2236,town 023,322,27/06/15,sera,waso,sere olipi,town,baseline,NRT,184,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,5,6,NA,NA,3,NA,NA,0.25,0.5
2237,town 023,322,27/06/15,sera,waso,sere olipi,town,baseline,NRT,322,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,1,4
2238,town 023,184,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,110,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,NA,NA,6,NA,NA,5,6,8,NA,NA,6,NA,NA,0.83,2
2239,town 023,184,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,184,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,3,NA,NA,3,5,6,NA,NA,3,NA,NA,0.25,0.5
2240,town 023,184,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,322,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,1,4
2241,town 024,323,27/06/15,sera,waso,sere olipi,town,baseline,NRT,111,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,12,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.67,2
2242,town 024,323,27/06/15,sera,waso,sere olipi,town,baseline,NRT,185,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,NA,NA,12,NA,NA,5,6,NA,NA,NA,6,NA,NA,0.16,0.83
2243,town 024,323,27/06/15,sera,waso,sere olipi,town,baseline,NRT,323,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,0.5,4
2244,town 024,111,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,111,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,12,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.67,2
2245,town 024,111,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,185,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,NA,NA,12,NA,NA,5,6,NA,NA,NA,6,NA,NA,0.16,0.83
2246,town 024,111,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,323,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,0.5,4
2247,town 024,185,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,111,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,12,NA,6,NA,NA,3,6,8,NA,NA,6,NA,NA,0.67,2
2248,town 024,185,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,185,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,NA,NA,12,NA,NA,5,6,NA,NA,NA,6,NA,NA,0.16,0.83
2249,town 024,185,27/06/15,sera,sere olipi,sere olipi,town,baseline,NRT,323,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,10,NA,NA,5,6,NA,NA,NA,5,NA,NA,0.5,4
2250,treetop001,323,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,323,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1.5
2251,treetop001,323,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,323,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1.5
2252,treetop002,324,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,324,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,NA,NA,NA,3,NA,NA,1,0
2253,treetop002,324,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,324,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,NA,NA,NA,3,NA,NA,1,0
2254,treetop003,325,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,325,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,8,NA,3,NA,NA,1,1
2255,treetop003,325,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,325,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,8,NA,3,NA,NA,1,1
2256,treetop004,326,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,326,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,8,NA,3,NA,NA,1,2
2257,treetop004,326,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,326,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,8,NA,3,NA,NA,1,2
2258,treetop005,327,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,327,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1.5
2259,treetop005,327,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,327,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1.5
2260,treetop006,328,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,328,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1
2261,treetop006,328,22/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,328,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1
2262,treetop007,131,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,131,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,4,NA,NA,NA,4,NA,NA,3,4,NA,NA,NA,4,NA,NA,1,0.5
2263,treetop007,131,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,131,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,4,NA,NA,NA,4,NA,NA,3,4,NA,NA,NA,4,NA,NA,1,0.5
2264,treetop008,132,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,132,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
2265,treetop008,132,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,132,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
2266,treetop009,133,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,133,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,4,NA,NA,NA,12,NA,NA,4,NA,NA,NA,NA,4,NA,NA,1,1
2267,treetop009,133,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,133,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,4,NA,NA,NA,12,NA,NA,4,NA,NA,NA,NA,4,NA,NA,1,1
2268,treetop010,134,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,134,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,12,NA,NA,3,4,NA,NA,NA,3,NA,NA,1,0.5
2269,treetop010,134,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,134,2,2,NA,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,NA,12,NA,NA,3,4,NA,NA,NA,3,NA,NA,1,0.5
2270,treetop011,135,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1
2271,treetop011,135,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1
2272,treetop012,136,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,136,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,6,NA,NA,NA,6,NA,NA,1,1
2273,treetop012,136,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,136,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,6,NA,NA,NA,6,NA,NA,1,1
2274,treetop013,137,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,137,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1
2275,treetop013,137,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,137,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1
2276,treetop014,138,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,4,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1
2277,treetop014,138,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,138,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,4,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1
2278,treetop015,139,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,139,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
2279,treetop015,139,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,139,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
2280,treetop016,140,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,140,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,2,3,4,NA,NA,2,NA,NA,1,NA
2281,treetop016,140,23/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,140,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,12,NA,NA,2,3,4,NA,NA,2,NA,NA,1,NA
2282,treetop017,141,24/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,141,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,4,6,NA,NA,NA,6,NA,NA,1,2
2283,treetop017,141,24/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,141,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,4,6,NA,NA,NA,6,NA,NA,1,2
2284,treetop018,142,24/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,142,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1
2285,treetop018,142,24/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,142,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,4,6,NA,NA,4,NA,NA,1,1
2286,treetop019,143,25/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,143,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,NA,NA,3,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1
2287,treetop019,143,25/06/15,namunyak,wamba,matakwani,tree top,baseline,NRT,143,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,NA,NA,3,NA,NA,3,4,6,NA,NA,6,NA,NA,1,1
2288,westgate001,209,21/11/15,westgate,waso west,lpus-leluai,lpus-leluai,baseline,NRT,209,2,1,2,2,1,2,3,4,2,2,NA,NA,NA,NA,NA,6,8,5,NA,NA,NA,NA,NA,8,5,NA,0.5,1
2289,westgate002,210,21/11/15,westgate,waso west,lpus-leluai,lpus-leluai,baseline,NRT,210,1,1,2,1,NA,2,3,4,2,8,NA,NA,NA,NA,NA,6,8,5,NA,NA,NA,NA,NA,10,8,5,0.5,1
2290,westgate003,211,21/11/15,westgate,waso west,lpus-leluai,lpus-leluai,baseline,NRT,211,2,1,1,1,NA,2,3,4,1,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,8,5,NA,0.5,1
2291,westgate004,212,21/11/15,westgate,waso west,lpus-leluai,lpus-leluai,baseline,NRT,212,1,2,2,2,NA,2,3,4,2,2,NA,NA,NA,NA,NA,8,6,5,NA,NA,NA,NA,NA,8,5,NA,20 mns,40 mns
2292,westgate005,213,21/11/15,westgate,waso west,lpus-leluai,lpus-leluai,baseline,NRT,213,1,1,2,1,NA,2,3,4,2,1,NA,NA,NA,NA,NA,12,8,6,NA,NA,NA,NA,NA,6,8,5,20 mns,1
